,# 1st Billing,# 2nd Billing,# 3rd Billing,# 4th Billing,# 5th Billing,Total Movie Count
Krysten Ritter,0.0,0.0,1.0,0.0,0.0,1.0
Kunal Kapoor,0.0,0.0,1.0,0.0,0.0,1.0
Kwon Sang-woo,0.0,0.0,1.0,0.0,0.0,1.0
Kyla Pratt,0.0,0.0,1.0,0.0,0.0,1.0
Kym Whitley,0.0,0.0,1.0,0.0,0.0,1.0
L. Scott Caldwell,0.0,0.0,1.0,0.0,0.0,1.0
Laith Nakli,0.0,0.0,1.0,0.0,0.0,1.0
Lance Henriksen,0.0,0.0,1.0,0.0,0.0,1.0
Lane Garrison,0.0,0.0,1.0,0.0,0.0,1.0
Lara Flynn Boyle,0.0,0.0,1.0,0.0,0.0,1.0
Larry Miller,0.0,0.0,1.0,0.0,0.0,1.0
Lars Brygmann,0.0,0.0,1.0,0.0,0.0,1.0
Lars Ranthe,0.0,0.0,1.0,0.0,0.0,1.0
Lateef Crowder,0.0,0.0,1.0,0.0,0.0,1.0
Lauren Bacall,0.0,0.0,1.0,0.0,0.0,1.0
Lauren Bittner,0.0,0.0,1.0,0.0,0.0,1.0
Lea Thompson,0.0,0.0,1.0,0.0,0.0,1.0
Leah Remini,0.0,0.0,1.0,0.0,0.0,1.0
Lee Hyun-wook,0.0,0.0,1.0,0.0,0.0,1.0
Lee Re,0.0,0.0,1.0,0.0,0.0,1.0
Leonard Nimoy,0.0,0.0,1.0,0.0,0.0,1.0
Leslie Grace,0.0,0.0,1.0,0.0,0.0,1.0
Lionnel Astier,0.0,0.0,1.0,0.0,0.0,1.0
Lloyd Owen,0.0,0.0,1.0,0.0,0.0,1.0
Loan Chabanol,0.0,0.0,1.0,0.0,0.0,1.0
Lolita Davidovich,0.0,0.0,1.0,0.0,0.0,1.0
Lorna Raver,0.0,0.0,1.0,0.0,0.0,1.0
Lou Romano,0.0,0.0,1.0,0.0,0.0,1.0
Lou Taylor Pucci,0.0,0.0,1.0,0.0,0.0,1.0
Louis Garrel,0.0,0.0,1.0,0.0,0.0,1.0
Louise Delamere,0.0,0.0,1.0,0.0,0.0,1.0
Lucas Black,0.0,0.0,1.0,0.0,0.0,1.0
Luenell,0.0,0.0,1.0,0.0,0.0,1.0
Luàna Bajrami,0.0,0.0,1.0,0.0,0.0,1.0
Lynsey Taylor Mackay,0.0,0.0,1.0,0.0,0.0,1.0
Lyubov Agapova,0.0,0.0,1.0,0.0,0.0,1.0
Madeleine Madden,0.0,0.0,1.0,0.0,0.0,1.0
Madeleine McGraw,0.0,0.0,1.0,0.0,0.0,1.0
Madeleine Stowe,0.0,0.0,1.0,0.0,0.0,1.0
Madelyn Grace,0.0,0.0,1.0,0.0,0.0,1.0
Madison Wolfe,0.0,0.0,1.0,0.0,0.0,1.0
Malcolm David Kelley,0.0,0.0,1.0,0.0,0.0,1.0
Maluma,0.0,0.0,1.0,0.0,0.0,1.0
Mamoudou Athie,0.0,0.0,1.0,0.0,0.0,1.0
Manami Konishi,0.0,0.0,1.0,0.0,0.0,1.0
Marcin Kowalczyk,0.0,0.0,1.0,0.0,0.0,1.0
Margaret Laney,0.0,0.0,1.0,0.0,0.0,1.0
Marguerite Moreau,0.0,0.0,1.0,0.0,0.0,1.0
Mari Natsuki,0.0,0.0,1.0,0.0,0.0,1.0
Maria Doyle Kennedy,0.0,0.0,1.0,0.0,0.0,1.0
Marie Blokhus,0.0,0.0,1.0,0.0,0.0,1.0
Mario Zuniga Benavides,0.0,0.0,1.0,0.0,0.0,1.0
Marisa Paredes,0.0,0.0,1.0,0.0,0.0,1.0
Mark DeCarlo,0.0,0.0,1.0,0.0,0.0,1.0
Mark Fredrichs,0.0,0.0,1.0,0.0,0.0,1.0
Mark Gatiss,0.0,0.0,1.0,0.0,0.0,1.0
Mark Rolston,0.0,0.0,1.0,0.0,0.0,1.0
Marleik 'Mar Mar' Walker,0.0,0.0,1.0,0.0,0.0,1.0
Marley Shelton,0.0,0.0,1.0,0.0,0.0,1.0
Martha Carbonell,0.0,0.0,1.0,0.0,0.0,1.0
Martina D’Antiochia,0.0,0.0,1.0,0.0,0.0,1.0
Mary Gibbs,0.0,0.0,1.0,0.0,0.0,1.0
Mary-Kate Olsen,0.0,0.0,1.0,0.0,0.0,1.0
Masam Holden,0.0,0.0,1.0,0.0,0.0,1.0
Masasa Moyo,0.0,0.0,1.0,0.0,0.0,1.0
Matt Shively,0.0,0.0,1.0,0.0,0.0,1.0
Matt Walsh,0.0,0.0,1.0,0.0,0.0,1.0
Matthew Marsden,0.0,0.0,1.0,0.0,0.0,1.0
Matthew Ninaber,0.0,0.0,1.0,0.0,0.0,1.0
Matthew Settle,0.0,0.0,1.0,0.0,0.0,1.0
Matthias Schweighöfer,0.0,0.0,1.0,0.0,0.0,1.0
Max Burkholder,0.0,0.0,1.0,0.0,0.0,1.0
Maxim Gaudette,0.0,0.0,1.0,0.0,0.0,1.0
Megalyn Echikunwoke,0.0,0.0,1.0,0.0,0.0,1.0
Megan Charpentier,0.0,0.0,1.0,0.0,0.0,1.0
Megan Park,0.0,0.0,1.0,0.0,0.0,1.0
Melissa Joan Hart,0.0,0.0,1.0,0.0,0.0,1.0
Mia Farrow,0.0,0.0,1.0,0.0,0.0,1.0
Michael C. Hall,0.0,0.0,1.0,0.0,0.0,1.0
Michael Gandolfini,0.0,0.0,1.0,0.0,0.0,1.0
Michael Garza,0.0,0.0,1.0,0.0,0.0,1.0
Michael Landes,0.0,0.0,1.0,0.0,0.0,1.0
Michael Reilly Burke,0.0,0.0,1.0,0.0,0.0,1.0
Michael William Freeman,0.0,0.0,1.0,0.0,0.0,1.0
Michaela Watkins,0.0,0.0,1.0,0.0,0.0,1.0
Michel Muller,0.0,0.0,1.0,0.0,0.0,1.0
Michelle Nolden,0.0,0.0,1.0,0.0,0.0,1.0
Mike White,0.0,0.0,1.0,0.0,0.0,1.0
Miles Bakshi,0.0,0.0,1.0,0.0,0.0,1.0
Miles Fisher,0.0,0.0,1.0,0.0,0.0,1.0
Milly Shapiro,0.0,0.0,1.0,0.0,0.0,1.0
Milo Parker,0.0,0.0,1.0,0.0,0.0,1.0
Miloš Biković,0.0,0.0,1.0,0.0,0.0,1.0
Mimi Rogers,0.0,0.0,1.0,0.0,0.0,1.0
Miori Takimoto,0.0,0.0,1.0,0.0,0.0,1.0
Mira Sorvino,0.0,0.0,1.0,0.0,0.0,1.0
Misa Uehara,0.0,0.0,1.0,0.0,0.0,1.0
Molly Ephraim,0.0,0.0,1.0,0.0,0.0,1.0
Monet Mazur,0.0,0.0,1.0,0.0,0.0,1.0
Monica Keena,0.0,0.0,1.0,0.0,0.0,1.0
Morfydd Clark,0.0,0.0,1.0,0.0,0.0,1.0
Morten Kerrn Nielsen,0.0,0.0,1.0,0.0,0.0,1.0
Mía Maestro,0.0,0.0,1.0,0.0,0.0,1.0
Nat Wolff,0.0,0.0,1.0,0.0,0.0,1.0
Natalia Traven,0.0,0.0,1.0,0.0,0.0,1.0
Natasha Calis,0.0,0.0,1.0,0.0,0.0,1.0
Nate Hartley,0.0,0.0,1.0,0.0,0.0,1.0
Nathalia Ramos,0.0,0.0,1.0,0.0,0.0,1.0
Nathalie Boltt,0.0,0.0,1.0,0.0,0.0,1.0
Nathan Parsons,0.0,0.0,1.0,0.0,0.0,1.0
Ne-Yo,0.0,0.0,1.0,0.0,0.0,1.0
Ned Beatty,0.0,0.0,1.0,0.0,0.0,1.0
Ng Man-tat,0.0,0.0,1.0,0.0,0.0,1.0
Nicholas Brendon,0.0,0.0,1.0,0.0,0.0,1.0
Nicki Aycox,0.0,0.0,1.0,0.0,0.0,1.0
Nicole Muñoz,0.0,0.0,1.0,0.0,0.0,1.0
Noah Centineo,0.0,0.0,1.0,0.0,0.0,1.0
Nobuko Miyamoto,0.0,0.0,1.0,0.0,0.0,1.0
Nolan North,0.0,0.0,1.0,0.0,0.0,1.0
Obba Babatundé,0.0,0.0,1.0,0.0,0.0,1.0
Odeya Rush,0.0,0.0,1.0,0.0,0.0,1.0
Oliver Jackson-Cohen,0.0,0.0,1.0,0.0,0.0,1.0
Omar Gooding,0.0,0.0,1.0,0.0,0.0,1.0
Omar Sharif,0.0,0.0,1.0,0.0,0.0,1.0
Omero Mumba,0.0,0.0,1.0,0.0,0.0,1.0
Omid Djalili,0.0,0.0,1.0,0.0,0.0,1.0
Ossie Davis,0.0,0.0,1.0,0.0,0.0,1.0
Owain Yeoman,0.0,0.0,1.0,0.0,0.0,1.0
Owen Vaccaro,0.0,0.0,1.0,0.0,0.0,1.0
Pam Ferris,0.0,0.0,1.0,0.0,0.0,1.0
Pam Grier,0.0,0.0,1.0,0.0,0.0,1.0
Pamela Adlon,0.0,0.0,1.0,0.0,0.0,1.0
Paola Nuñez,0.0,0.0,1.0,0.0,0.0,1.0
Park Hae-il,0.0,0.0,1.0,0.0,0.0,1.0
Pasha D. Lychnikoff,0.0,0.0,1.0,0.0,0.0,1.0
Patrarin Punyanutatam,0.0,0.0,1.0,0.0,0.0,1.0
Patrick Gibson,0.0,0.0,1.0,0.0,0.0,1.0
Patrick John Flueger,0.0,0.0,1.0,0.0,0.0,1.0
Paul Reiser,0.0,0.0,1.0,0.0,0.0,1.0
Paul Schneider,0.0,0.0,1.0,0.0,0.0,1.0
Paula Garcés,0.0,0.0,1.0,0.0,0.0,1.0
Pauline Brunner,0.0,0.0,1.0,0.0,0.0,1.0
Paulo Costanzo,0.0,0.0,1.0,0.0,0.0,1.0
Peter Coyote,0.0,0.0,1.0,0.0,0.0,1.0
Peter Dante,0.0,0.0,1.0,0.0,0.0,1.0
Peter Falk,0.0,0.0,1.0,0.0,0.0,1.0
Phellipe Haagensen,0.0,0.0,1.0,0.0,0.0,1.0
Philip Avdeev,0.0,0.0,1.0,0.0,0.0,1.0
Philippe Torreton,0.0,0.0,1.0,0.0,0.0,1.0
Philippine Velge,0.0,0.0,1.0,0.0,0.0,1.0
Pierre Deladonchamps,0.0,0.0,1.0,0.0,0.0,1.0
Pink,0.0,0.0,1.0,0.0,0.0,1.0
Powers Boothe,0.0,0.0,1.0,0.0,0.0,1.0
Pål Sverre Hagen,0.0,0.0,1.0,0.0,0.0,1.0
Quinton Aaron,0.0,0.0,1.0,0.0,0.0,1.0
Quinton Jackson,0.0,0.0,1.0,0.0,0.0,1.0
Rabah Nait Oufella,0.0,0.0,1.0,0.0,0.0,1.0
Rachel Keller,0.0,0.0,1.0,0.0,0.0,1.0
Raymond J. Barry,0.0,0.0,1.0,0.0,0.0,1.0
Rebecca De Mornay,0.0,0.0,1.0,0.0,0.0,1.0
Rebecca Pan,0.0,0.0,1.0,0.0,0.0,1.0
Rebecca Rittenhouse,0.0,0.0,1.0,0.0,0.0,1.0
Renee Olstead,0.0,0.0,1.0,0.0,0.0,1.0
Riley Griffiths,0.0,0.0,1.0,0.0,0.0,1.0
Rima Te Wiata,0.0,0.0,1.0,0.0,0.0,1.0
Robert Daniel Sloan,0.0,0.0,1.0,0.0,0.0,1.0
Robert James-Collier,0.0,0.0,1.0,0.0,0.0,1.0
Robert Paterson,0.0,0.0,1.0,0.0,0.0,1.0
Robert Ri'chard,0.0,0.0,1.0,0.0,0.0,1.0
Robin Walsh,0.0,0.0,1.0,0.0,0.0,1.0
Roger Príncep,0.0,0.0,1.0,0.0,0.0,1.0
Rohan Campbell,0.0,0.0,1.0,0.0,0.0,1.0
Romola Garai,0.0,0.0,1.0,0.0,0.0,1.0
Ron Rifkin,0.0,0.0,1.0,0.0,0.0,1.0
Rory Culkin,0.0,0.0,1.0,0.0,0.0,1.0
Rory Fleck-Byrne,0.0,0.0,1.0,0.0,0.0,1.0
Rowan Blanchard,0.0,0.0,1.0,0.0,0.0,1.0
Ruairí O'Connor,0.0,0.0,1.0,0.0,0.0,1.0
Rufus,0.0,0.0,1.0,0.0,0.0,1.0
Russell Tovey,0.0,0.0,1.0,0.0,0.0,1.0
Ryder McLaughlin,0.0,0.0,1.0,0.0,0.0,1.0
Ryusei Nakao,0.0,0.0,1.0,0.0,0.0,1.0
Sabrina Ferilli,0.0,0.0,1.0,0.0,0.0,1.0
Salim Kechiouche,0.0,0.0,1.0,0.0,0.0,1.0
Samaire Armstrong,0.0,0.0,1.0,0.0,0.0,1.0
Saniyya Sidney,0.0,0.0,1.0,0.0,0.0,1.0
Sanya Malhotra,0.0,0.0,1.0,0.0,0.0,1.0
Sarah Gadon,0.0,0.0,1.0,0.0,0.0,1.0
Sasha Frolova,0.0,0.0,1.0,0.0,0.0,1.0
Sathyaraj,0.0,0.0,1.0,0.0,0.0,1.0
Satomi Ishihara,0.0,0.0,1.0,0.0,0.0,1.0
Saul Stein,0.0,0.0,1.0,0.0,0.0,1.0
Saxon Sharbino,0.0,0.0,1.0,0.0,0.0,1.0
Scottie Rayow,0.0,0.0,1.0,0.0,0.0,1.0
Seamus Davey-Fitzpatrick,0.0,0.0,1.0,0.0,0.0,1.0
Sebastien Sisak,0.0,0.0,1.0,0.0,0.0,1.0
Sela Ward,0.0,0.0,1.0,0.0,0.0,1.0
Sergi López,0.0,0.0,1.0,0.0,0.0,1.0
Sergio Peris-Mencheta,0.0,0.0,1.0,0.0,0.0,1.0
Shahadi Wright Joseph,0.0,0.0,1.0,0.0,0.0,1.0
Shane Paul McGhie,0.0,0.0,1.0,0.0,0.0,1.0
Shangqing Su,0.0,0.0,1.0,0.0,0.0,1.0
Shaquille O'Neal,0.0,0.0,1.0,0.0,0.0,1.0
Shawn Ashmore,0.0,0.0,1.0,0.0,0.0,1.0
Sigrid Bouaziz,0.0,0.0,1.0,0.0,0.0,1.0
Simon Reynolds,0.0,0.0,1.0,0.0,0.0,1.0
Sisqó,0.0,0.0,1.0,0.0,0.0,1.0
Sky Ferreira,0.0,0.0,1.0,0.0,0.0,1.0
Sofia Black-D'Elia,0.0,0.0,1.0,0.0,0.0,1.0
Sophia Ali,0.0,0.0,1.0,0.0,0.0,1.0
Sophia Di Martino,0.0,0.0,1.0,0.0,0.0,1.0
Sophie Monk,0.0,0.0,1.0,0.0,0.0,1.0
Sorapong Chatree,0.0,0.0,1.0,0.0,0.0,1.0
Souheila Yacoub,0.0,0.0,1.0,0.0,0.0,1.0
Spencer Locke,0.0,0.0,1.0,0.0,0.0,1.0
Stana Katic,0.0,0.0,1.0,0.0,0.0,1.0
Stanislav Lyubshin,0.0,0.0,1.0,0.0,0.0,1.0
Stark Sands,0.0,0.0,1.0,0.0,0.0,1.0
Stephanie Hsu,0.0,0.0,1.0,0.0,0.0,1.0
Stephanie Vogt,0.0,0.0,1.0,0.0,0.0,1.0
Stephen Campbell Moore,0.0,0.0,1.0,0.0,0.0,1.0
Stephen Jasso,0.0,0.0,1.0,0.0,0.0,1.0
Stephen McKinley Henderson,0.0,0.0,1.0,0.0,0.0,1.0
Steven R. McQueen,0.0,0.0,1.0,0.0,0.0,1.0
Storm Acheche Sahlstrøm,0.0,0.0,1.0,0.0,0.0,1.0
Sushant Singh Rajput,0.0,0.0,1.0,0.0,0.0,1.0
Susie Essman,0.0,0.0,1.0,0.0,0.0,1.0
Susie Porter,0.0,0.0,1.0,0.0,0.0,1.0
Suzanne Clément,0.0,0.0,1.0,0.0,0.0,1.0
Sydney Lemmon,0.0,0.0,1.0,0.0,0.0,1.0
T.C. Stallings,0.0,0.0,1.0,0.0,0.0,1.0
Taj Atwal,0.0,0.0,1.0,0.0,0.0,1.0
Tamannaah Bhatia,0.0,0.0,1.0,0.0,0.0,1.0
Tandi Wright,0.0,0.0,1.0,0.0,0.0,1.0
Tenzing Norgay Trainor,0.0,0.0,1.0,0.0,0.0,1.0
Teri Polo,0.0,0.0,1.0,0.0,0.0,1.0
Thom Hoffman,0.0,0.0,1.0,0.0,0.0,1.0
Thomas Lennon,0.0,0.0,1.0,0.0,0.0,1.0
Thora Birch,0.0,0.0,1.0,0.0,0.0,1.0
Tia Carrere,0.0,0.0,1.0,0.0,0.0,1.0
Tio Pakusadewo,0.0,0.0,1.0,0.0,0.0,1.0
Tisca Chopra,0.0,0.0,1.0,0.0,0.0,1.0
Tobias Menzies,0.0,0.0,1.0,0.0,0.0,1.0
Tom Courtenay,0.0,0.0,1.0,0.0,0.0,1.0
Tom Everett Scott,0.0,0.0,1.0,0.0,0.0,1.0
Tom Jackson,0.0,0.0,1.0,0.0,0.0,1.0
Tom Mison,0.0,0.0,1.0,0.0,0.0,1.0
Tom Selleck,0.0,0.0,1.0,0.0,0.0,1.0
Tom Skerritt,0.0,0.0,1.0,0.0,0.0,1.0
Tom Sweet,0.0,0.0,1.0,0.0,0.0,1.0
Tomokazu Miura,0.0,0.0,1.0,0.0,0.0,1.0
Tong Dawei,0.0,0.0,1.0,0.0,0.0,1.0
Tony Amendola,0.0,0.0,1.0,0.0,0.0,1.0
Tony Curran,0.0,0.0,1.0,0.0,0.0,1.0
Tony D'Amario,0.0,0.0,1.0,0.0,0.0,1.0
Tony Revolori,0.0,0.0,1.0,0.0,0.0,1.0
Tory Kittles,0.0,0.0,1.0,0.0,0.0,1.0
Tracey Walter,0.0,0.0,1.0,0.0,0.0,1.0
Travis Wester,0.0,0.0,1.0,0.0,0.0,1.0
Trey Parker,0.0,0.0,1.0,0.0,0.0,1.0
Trey Songz,0.0,0.0,1.0,0.0,0.0,1.0
Troy Kotsur,0.0,0.0,1.0,0.0,0.0,1.0
Urs Rechn,0.0,0.0,1.0,0.0,0.0,1.0
Valeriia Karaman,0.0,0.0,1.0,0.0,0.0,1.0
Vanessa Redgrave,0.0,0.0,1.0,0.0,0.0,1.0
Vanness Wu,0.0,0.0,1.0,0.0,0.0,1.0
Vernon Dobtcheff,0.0,0.0,1.0,0.0,0.0,1.0
Vicky McClure,0.0,0.0,1.0,0.0,0.0,1.0
Vincent Colombe,0.0,0.0,1.0,0.0,0.0,1.0
Vincent Desagnat,0.0,0.0,1.0,0.0,0.0,1.0
Vincent Pastore,0.0,0.0,1.0,0.0,0.0,1.0
Vinessa Shaw,0.0,0.0,1.0,0.0,0.0,1.0
Wentworth Miller,0.0,0.0,1.0,0.0,0.0,1.0
Wes Studi,0.0,0.0,1.0,0.0,0.0,1.0
Wesley Singerman,0.0,0.0,1.0,0.0,0.0,1.0
Will Brisbin,0.0,0.0,1.0,0.0,0.0,1.0
Will Kemp,0.0,0.0,1.0,0.0,0.0,1.0
Will Rothhaar,0.0,0.0,1.0,0.0,0.0,1.0
Will Yun Lee,0.0,0.0,1.0,0.0,0.0,1.0
William Jackson Harper,0.0,0.0,1.0,0.0,0.0,1.0
William Mapother,0.0,0.0,1.0,0.0,0.0,1.0
William Sadler,0.0,0.0,1.0,0.0,0.0,1.0
Willow Beuoy,0.0,0.0,1.0,0.0,0.0,1.0
Winslow Fegley,0.0,0.0,1.0,0.0,0.0,1.0
Xia Yu,0.0,0.0,1.0,0.0,0.0,1.0
Xiaoxi Tang,0.0,0.0,1.0,0.0,0.0,1.0
Yaya DaCosta,0.0,0.0,1.0,0.0,0.0,1.0
Yoo Hae-jin,0.0,0.0,1.0,0.0,0.0,1.0
Youn Yuh-jung,0.0,0.0,1.0,0.0,0.0,1.0
Yu Aoi,0.0,0.0,1.0,0.0,0.0,1.0
Yuen Qiu,0.0,0.0,1.0,0.0,0.0,1.0
Yuji Ueda,0.0,0.0,1.0,0.0,0.0,1.0
Yumi Kakazu,0.0,0.0,1.0,0.0,0.0,1.0
Yûsuke Iseya,0.0,0.0,1.0,0.0,0.0,1.0
Zach Gilford,0.0,0.0,1.0,0.0,0.0,1.0
Zhang Meng'er,0.0,0.0,1.0,0.0,0.0,1.0
Zorion Eguileor,0.0,0.0,1.0,0.0,0.0,1.0
Érica Rivas,0.0,0.0,1.0,0.0,0.0,1.0
Aaron Burns,0.0,0.0,0.0,1.0,0.0,1.0
Abbi Jacobson,0.0,0.0,0.0,1.0,0.0,1.0
Abby Ryder Fortson,0.0,0.0,0.0,1.0,0.0,1.0
Abigail Bianca,0.0,0.0,0.0,1.0,0.0,1.0
Adam Herschman,0.0,0.0,0.0,1.0,0.0,1.0
Ahney Her,0.0,0.0,0.0,1.0,0.0,1.0
Aiden Lovekamp,0.0,0.0,0.0,1.0,0.0,1.0
Akihiro Kitamura,0.0,0.0,0.0,1.0,0.0,1.0
Alanna Ubach,0.0,0.0,0.0,1.0,0.0,1.0
Alec Newman,0.0,0.0,0.0,1.0,0.0,1.0
Alejandro Casaseca,0.0,0.0,0.0,1.0,0.0,1.0
Alejandro Edda,0.0,0.0,0.0,1.0,0.0,1.0
Alek Skarlatos,0.0,0.0,0.0,1.0,0.0,1.0
Alex Borstein,0.0,0.0,0.0,1.0,0.0,1.0
Alex Esmail,0.0,0.0,0.0,1.0,0.0,1.0
Alex Garfin,0.0,0.0,0.0,1.0,0.0,1.0
Alex Hassell,0.0,0.0,0.0,1.0,0.0,1.0
Alex Kapranos,0.0,0.0,0.0,1.0,0.0,1.0
Alexander DiPersia,0.0,0.0,0.0,1.0,0.0,1.0
Alexander England,0.0,0.0,0.0,1.0,0.0,1.0
Alexandr Seteykin,0.0,0.0,0.0,1.0,0.0,1.0
Alexandre Goyette,0.0,0.0,0.0,1.0,0.0,1.0
Alexis Dziena,0.0,0.0,0.0,1.0,0.0,1.0
Alexz Johnson,0.0,0.0,0.0,1.0,0.0,1.0
Alfie Allen,0.0,0.0,0.0,1.0,0.0,1.0
Alice Parkinson,0.0,0.0,0.0,1.0,0.0,1.0
Alina Lanina,0.0,0.0,0.0,1.0,0.0,1.0
Aliya,0.0,0.0,0.0,1.0,0.0,1.0
Alvina August,0.0,0.0,0.0,1.0,0.0,1.0
Amara Karan,0.0,0.0,0.0,1.0,0.0,1.0
Amber Armstrong,0.0,0.0,0.0,1.0,0.0,1.0
Amie Donald,0.0,0.0,0.0,1.0,0.0,1.0
Amira Casar,0.0,0.0,0.0,1.0,0.0,1.0
Aml Ameen,0.0,0.0,0.0,1.0,0.0,1.0
Amr Waked,0.0,0.0,0.0,1.0,0.0,1.0
Anand Upadhyaya,0.0,0.0,0.0,1.0,0.0,1.0
Andreas Sobik,0.0,0.0,0.0,1.0,0.0,1.0
Andrew Airlie,0.0,0.0,0.0,1.0,0.0,1.0
Andrew Dice Clay,0.0,0.0,0.0,1.0,0.0,1.0
Andrew Lees,0.0,0.0,0.0,1.0,0.0,1.0
Angela Winkler,0.0,0.0,0.0,1.0,0.0,1.0
Angeliki Papoulia,0.0,0.0,0.0,1.0,0.0,1.0
Ann Miller,0.0,0.0,0.0,1.0,0.0,1.0
Anna Cobb,0.0,0.0,0.0,1.0,0.0,1.0
Anna Gunn,0.0,0.0,0.0,1.0,0.0,1.0
Anna Hutchison,0.0,0.0,0.0,1.0,0.0,1.0
Annalee Jefferies,0.0,0.0,0.0,1.0,0.0,1.0
Anne Le Ny,0.0,0.0,0.0,1.0,0.0,1.0
Anne Suzuki,0.0,0.0,0.0,1.0,0.0,1.0
Anne-Marie Duff,0.0,0.0,0.0,1.0,0.0,1.0
Annie Parisse,0.0,0.0,0.0,1.0,0.0,1.0
Anthony Stewart Head,0.0,0.0,0.0,1.0,0.0,1.0
Antje Traue,0.0,0.0,0.0,1.0,0.0,1.0
Antonia Ribero,0.0,0.0,0.0,1.0,0.0,1.0
Arata Furuta,0.0,0.0,0.0,1.0,0.0,1.0
Arliss Howard,0.0,0.0,0.0,1.0,0.0,1.0
Armand Assante,0.0,0.0,0.0,1.0,0.0,1.0
Armande Boulanger,0.0,0.0,0.0,1.0,0.0,1.0
Armin Mueller-Stahl,0.0,0.0,0.0,1.0,0.0,1.0
Ashley Greene,0.0,0.0,0.0,1.0,0.0,1.0
Ashlyn Sanchez,0.0,0.0,0.0,1.0,0.0,1.0
Augustus Prew,0.0,0.0,0.0,1.0,0.0,1.0
Aurélien Recoing,0.0,0.0,0.0,1.0,0.0,1.0
Ava Kolker,0.0,0.0,0.0,1.0,0.0,1.0
Aviv Alush,0.0,0.0,0.0,1.0,0.0,1.0
Aylin Tezel,0.0,0.0,0.0,1.0,0.0,1.0
Bahar Soomekh,0.0,0.0,0.0,1.0,0.0,1.0
Bailey Cave,0.0,0.0,0.0,1.0,0.0,1.0
Ben Oxenbould,0.0,0.0,0.0,1.0,0.0,1.0
Ben Rovner,0.0,0.0,0.0,1.0,0.0,1.0
Ben Walker,0.0,0.0,0.0,1.0,0.0,1.0
Beth Behrs,0.0,0.0,0.0,1.0,0.0,1.0
Beverly Todd,0.0,0.0,0.0,1.0,0.0,1.0
Bianca Kajlich,0.0,0.0,0.0,1.0,0.0,1.0
Bill Smitrovich,0.0,0.0,0.0,1.0,0.0,1.0
Billy Brown,0.0,0.0,0.0,1.0,0.0,1.0
Billy Crawford,0.0,0.0,0.0,1.0,0.0,1.0
Blake Jenner,0.0,0.0,0.0,1.0,0.0,1.0
Blake Shelton,0.0,0.0,0.0,1.0,0.0,1.0
Bob Gunton,0.0,0.0,0.0,1.0,0.0,1.0
Bob Peterson,0.0,0.0,0.0,1.0,0.0,1.0
Bobby Moynihan,0.0,0.0,0.0,1.0,0.0,1.0
Boris Gulyarin,0.0,0.0,0.0,1.0,0.0,1.0
Brad Heller,0.0,0.0,0.0,1.0,0.0,1.0
Brandon Smith,0.0,0.0,0.0,1.0,0.0,1.0
Brandy Norwood,0.0,0.0,0.0,1.0,0.0,1.0
Brenda Song,0.0,0.0,0.0,1.0,0.0,1.0
Brian Howe,0.0,0.0,0.0,1.0,0.0,1.0
Brian J. White,0.0,0.0,0.0,1.0,0.0,1.0
Brighton Sharbino,0.0,0.0,0.0,1.0,0.0,1.0
Brittany Allen,0.0,0.0,0.0,1.0,0.0,1.0
Brody Rose,0.0,0.0,0.0,1.0,0.0,1.0
Bruce Boxleitner,0.0,0.0,0.0,1.0,0.0,1.0
Bruce Payne,0.0,0.0,0.0,1.0,0.0,1.0
Bárbara Lennie,0.0,0.0,0.0,1.0,0.0,1.0
CCH Pounder,0.0,0.0,0.0,1.0,0.0,1.0
Caitríona Balfe,0.0,0.0,0.0,1.0,0.0,1.0
Callan Mulvey,0.0,0.0,0.0,1.0,0.0,1.0
Callum Turner,0.0,0.0,0.0,1.0,0.0,1.0
Calma Segura,0.0,0.0,0.0,1.0,0.0,1.0
Cameron Seely,0.0,0.0,0.0,1.0,0.0,1.0
Camilla Rutherford,0.0,0.0,0.0,1.0,0.0,1.0
Carlo Buccirosso,0.0,0.0,0.0,1.0,0.0,1.0
Carly Schroeder,0.0,0.0,0.0,1.0,0.0,1.0
Carole Bouquet,0.0,0.0,0.0,1.0,0.0,1.0
Caroline Brazier,0.0,0.0,0.0,1.0,0.0,1.0
Carrie Underwood,0.0,0.0,0.0,1.0,0.0,1.0
Cassie Ventura,0.0,0.0,0.0,1.0,0.0,1.0
Catherine Chan,0.0,0.0,0.0,1.0,0.0,1.0
Catherine Sutherland,0.0,0.0,0.0,1.0,0.0,1.0
Celia Weston,0.0,0.0,0.0,1.0,0.0,1.0
Chance Perdomo,0.0,0.0,0.0,1.0,0.0,1.0
Charles Berling,0.0,0.0,0.0,1.0,0.0,1.0
Charles Durning,0.0,0.0,0.0,1.0,0.0,1.0
Charlie Plummer,0.0,0.0,0.0,1.0,0.0,1.0
Charlie Sheen,0.0,0.0,0.0,1.0,0.0,1.0
Charlie Wright,0.0,0.0,0.0,1.0,0.0,1.0
Chelsea Moody,0.0,0.0,0.0,1.0,0.0,1.0
Chen Hao,0.0,0.0,0.0,1.0,0.0,1.0
Chie Nakamura,0.0,0.0,0.0,1.0,0.0,1.0
Cho Jin-woong,0.0,0.0,0.0,1.0,0.0,1.0
Chris Johnson,0.0,0.0,0.0,1.0,0.0,1.0
Chris Marquette,0.0,0.0,0.0,1.0,0.0,1.0
Chris Messina,0.0,0.0,0.0,1.0,0.0,1.0
